LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
CHE,FERTILITY,TOT,CHD_WOMAN,A,1997,1.48,
CHE,FERTILITY,TOT,CHD_WOMAN,A,1998,1.47,
CHE,FERTILITY,TOT,CHD_WOMAN,A,1999,1.48,
CHE,FERTILITY,TOT,CHD_WOMAN,A,2000,1.5,
CHE,FERTILITY,TOT,CHD_WOMAN,A,2001,1.38,
CHE,FERTILITY,TOT,CHD_WOMAN,A,2002,1.39,
CHE,FERTILITY,TOT,CHD_WOMAN,A,2003,1.39,
CHE,FERTILITY,TOT,CHD_WOMAN,A,2004,1.42,
CHE,FERTILITY,TOT,CHD_WOMAN,A,2005,1.42,
CHE,FERTILITY,TOT,CHD_WOMAN,A,2006,1.44,
CHE,FERTILITY,TOT,CHD_WOMAN,A,2007,1.46,
CHE,FERTILITY,TOT,CHD_WOMAN,A,2008,1.48,
CHE,FERTILITY,TOT,CHD_WOMAN,A,2009,1.5,
CHE,FERTILITY,TOT,CHD_WOMAN,A,2010,1.54,
CHE,FERTILITY,TOT,CHD_WOMAN,A,2011,1.52,
CHE,FERTILITY,TOT,CHD_WOMAN,A,2012,1.53,
CHE,FERTILITY,TOT,CHD_WOMAN,A,2013,1.52,
CHE,FERTILITY,TOT,CHD_WOMAN,A,2014,1.54,
CHE,FERTILITY,TOT,CHD_WOMAN,A,2015,1.54,
CHE,FERTILITY,TOT,CHD_WOMAN,A,2016,1.54,
CHE,FERTILITY,TOT,CHD_WOMAN,A,2017,1.52,
CHE,FERTILITY,TOT,CHD_WOMAN,A,2018,1.52,
CHE,FERTILITY,TOT,CHD_WOMAN,A,2019,1.48,
CHE,FERTILITY,TOT,CHD_WOMAN,A,2020,1.46,
TUR,FERTILITY,TOT,CHD_WOMAN,A,1990,3.07,
TUR,FERTILITY,TOT,CHD_WOMAN,A,1991,3,
TUR,FERTILITY,TOT,CHD_WOMAN,A,1992,2.93,
TUR,FERTILITY,TOT,CHD_WOMAN,A,1993,2.87,
TUR,FERTILITY,TOT,CHD_WOMAN,A,1994,2.81,
TUR,FERTILITY,TOT,CHD_WOMAN,A,1995,2.75,
TUR,FERTILITY,TOT,CHD_WOMAN,A,1996,2.69,
TUR,FERTILITY,TOT,CHD_WOMAN,A,1997,2.63,
TUR,FERTILITY,TOT,CHD_WOMAN,A,1998,2.56,
TUR,FERTILITY,TOT,CHD_WOMAN,A,1999,2.48,
TUR,FERTILITY,TOT,CHD_WOMAN,A,2000,2.27,
TUR,FERTILITY,TOT,CHD_WOMAN,A,2001,2.37,
TUR,FERTILITY,TOT,CHD_WOMAN,A,2002,2.17,
TUR,FERTILITY,TOT,CHD_WOMAN,A,2003,2.09,
TUR,FERTILITY,TOT,CHD_WOMAN,A,2004,2.11,
TUR,FERTILITY,TOT,CHD_WOMAN,A,2005,2.12,
TUR,FERTILITY,TOT,CHD_WOMAN,A,2006,2.12,
TUR,FERTILITY,TOT,CHD_WOMAN,A,2007,2.16,
TUR,FERTILITY,TOT,CHD_WOMAN,A,2008,2.15,
TUR,FERTILITY,TOT,CHD_WOMAN,A,2009,2.1,
TUR,FERTILITY,TOT,CHD_WOMAN,A,2010,2.08,
TUR,FERTILITY,TOT,CHD_WOMAN,A,2011,2.05,
TUR,FERTILITY,TOT,CHD_WOMAN,A,2012,2.11,
TUR,FERTILITY,TOT,CHD_WOMAN,A,2013,2.11,
TUR,FERTILITY,TOT,CHD_WOMAN,A,2014,2.18,
TUR,FERTILITY,TOT,CHD_WOMAN,A,2015,2.15,
TUR,FERTILITY,TOT,CHD_WOMAN,A,2016,2.11,
TUR,FERTILITY,TOT,CHD_WOMAN,A,2017,2.07,
TUR,FERTILITY,TOT,CHD_WOMAN,A,2018,1.99,
TUR,FERTILITY,TOT,CHD_WOMAN,A,2019,1.88,
GBR,FERTILITY,TOT,CHD_WOMAN,A,1990,1.83,
GBR,FERTILITY,TOT,CHD_WOMAN,A,1991,1.82,
GBR,FERTILITY,TOT,CHD_WOMAN,A,1992,1.79,
GBR,FERTILITY,TOT,CHD_WOMAN,A,1993,1.76,
GBR,FERTILITY,TOT,CHD_WOMAN,A,1994,1.74,
GBR,FERTILITY,TOT,CHD_WOMAN,A,1995,1.71,
GBR,FERTILITY,TOT,CHD_WOMAN,A,1996,1.73,
GBR,FERTILITY,TOT,CHD_WOMAN,A,1997,1.72,
GBR,FERTILITY,TOT,CHD_WOMAN,A,1998,1.71,
GBR,FERTILITY,TOT,CHD_WOMAN,A,1999,1.68,
GBR,FERTILITY,TOT,CHD_WOMAN,A,2000,1.64,
GBR,FERTILITY,TOT,CHD_WOMAN,A,2001,1.63,
GBR,FERTILITY,TOT,CHD_WOMAN,A,2002,1.63,
GBR,FERTILITY,TOT,CHD_WOMAN,A,2003,1.7,
GBR,FERTILITY,TOT,CHD_WOMAN,A,2004,1.75,
GBR,FERTILITY,TOT,CHD_WOMAN,A,2005,1.76,
GBR,FERTILITY,TOT,CHD_WOMAN,A,2006,1.82,
GBR,FERTILITY,TOT,CHD_WOMAN,A,2007,1.86,
GBR,FERTILITY,TOT,CHD_WOMAN,A,2008,1.91,
GBR,FERTILITY,TOT,CHD_WOMAN,A,2009,1.89,
GBR,FERTILITY,TOT,CHD_WOMAN,A,2010,1.92,
GBR,FERTILITY,TOT,CHD_WOMAN,A,2011,1.91,
GBR,FERTILITY,TOT,CHD_WOMAN,A,2012,1.92,
GBR,FERTILITY,TOT,CHD_WOMAN,A,2013,1.83,
GBR,FERTILITY,TOT,CHD_WOMAN,A,2014,1.81,
GBR,FERTILITY,TOT,CHD_WOMAN,A,2015,1.8,
GBR,FERTILITY,TOT,CHD_WOMAN,A,2016,1.79,
GBR,FERTILITY,TOT,CHD_WOMAN,A,2017,1.74,
GBR,FERTILITY,TOT,CHD_WOMAN,A,2018,1.68,
GBR,FERTILITY,TOT,CHD_WOMAN,A,2019,1.63,
USA,FERTILITY,TOT,CHD_WOMAN,A,1990,2.08,
USA,FERTILITY,TOT,CHD_WOMAN,A,1991,2.06,
USA,FERTILITY,TOT,CHD_WOMAN,A,1992,2.05,
USA,FERTILITY,TOT,CHD_WOMAN,A,1993,2.02,
USA,FERTILITY,TOT,CHD_WOMAN,A,1994,2,
USA,FERTILITY,TOT,CHD_WOMAN,A,1995,1.98,
USA,FERTILITY,TOT,CHD_WOMAN,A,1996,1.98,
USA,FERTILITY,TOT,CHD_WOMAN,A,1997,1.97,
USA,FERTILITY,TOT,CHD_WOMAN,A,1998,2,
USA,FERTILITY,TOT,CHD_WOMAN,A,1999,2.01,
USA,FERTILITY,TOT,CHD_WOMAN,A,2000,2.06,
USA,FERTILITY,TOT,CHD_WOMAN,A,2001,2.03,
USA,FERTILITY,TOT,CHD_WOMAN,A,2002,2.01,
USA,FERTILITY,TOT,CHD_WOMAN,A,2003,2.04,
USA,FERTILITY,TOT,CHD_WOMAN,A,2004,2.05,
USA,FERTILITY,TOT,CHD_WOMAN,A,2005,2.06,
USA,FERTILITY,TOT,CHD_WOMAN,A,2006,2.11,
USA,FERTILITY,TOT,CHD_WOMAN,A,2007,2.12,
USA,FERTILITY,TOT,CHD_WOMAN,A,2008,2.07,
USA,FERTILITY,TOT,CHD_WOMAN,A,2009,2,
USA,FERTILITY,TOT,CHD_WOMAN,A,2010,1.93,
USA,FERTILITY,TOT,CHD_WOMAN,A,2011,1.89,
USA,FERTILITY,TOT,CHD_WOMAN,A,2012,1.88,
USA,FERTILITY,TOT,CHD_WOMAN,A,2013,1.86,
USA,FERTILITY,TOT,CHD_WOMAN,A,2014,1.86,
USA,FERTILITY,TOT,CHD_WOMAN,A,2015,1.84,
USA,FERTILITY,TOT,CHD_WOMAN,A,2016,1.82,
USA,FERTILITY,TOT,CHD_WOMAN,A,2017,1.77,
USA,FERTILITY,TOT,CHD_WOMAN,A,2018,1.73,
USA,FERTILITY,TOT,CHD_WOMAN,A,2019,1.71,
BRA,FERTILITY,TOT,CHD_WOMAN,A,1990,2.9,
BRA,FERTILITY,TOT,CHD_WOMAN,A,1991,2.82,
BRA,FERTILITY,TOT,CHD_WOMAN,A,1992,2.75,
BRA,FERTILITY,TOT,CHD_WOMAN,A,1993,2.69,
BRA,FERTILITY,TOT,CHD_WOMAN,A,1994,2.64,
BRA,FERTILITY,TOT,CHD_WOMAN,A,1995,2.59,
BRA,FERTILITY,TOT,CHD_WOMAN,A,1996,2.54,
BRA,FERTILITY,TOT,CHD_WOMAN,A,1997,2.48,
BRA,FERTILITY,TOT,CHD_WOMAN,A,1998,2.43,
BRA,FERTILITY,TOT,CHD_WOMAN,A,1999,2.37,
BRA,FERTILITY,TOT,CHD_WOMAN,A,2000,2.3,
BRA,FERTILITY,TOT,CHD_WOMAN,A,2001,2.23,
BRA,FERTILITY,TOT,CHD_WOMAN,A,2002,2.16,
BRA,FERTILITY,TOT,CHD_WOMAN,A,2003,2.1,
BRA,FERTILITY,TOT,CHD_WOMAN,A,2004,2.03,
BRA,FERTILITY,TOT,CHD_WOMAN,A,2005,1.98,
BRA,FERTILITY,TOT,CHD_WOMAN,A,2006,1.93,
BRA,FERTILITY,TOT,CHD_WOMAN,A,2007,1.88,
BRA,FERTILITY,TOT,CHD_WOMAN,A,2008,1.85,
BRA,FERTILITY,TOT,CHD_WOMAN,A,2009,1.82,
BRA,FERTILITY,TOT,CHD_WOMAN,A,2010,1.8,
BRA,FERTILITY,TOT,CHD_WOMAN,A,2011,1.78,
BRA,FERTILITY,TOT,CHD_WOMAN,A,2012,1.77,
BRA,FERTILITY,TOT,CHD_WOMAN,A,2013,1.76,
BRA,FERTILITY,TOT,CHD_WOMAN,A,2014,1.76,
BRA,FERTILITY,TOT,CHD_WOMAN,A,2015,1.75,
BRA,FERTILITY,TOT,CHD_WOMAN,A,2016,1.75,
BRA,FERTILITY,TOT,CHD_WOMAN,A,2017,1.74,
BRA,FERTILITY,TOT,CHD_WOMAN,A,2018,1.73,
BRA,FERTILITY,TOT,CHD_WOMAN,A,2019,1.72,
CHL,FERTILITY,TOT,CHD_WOMAN,A,1990,2.58,
CHL,FERTILITY,TOT,CHD_WOMAN,A,1991,2.56,
CHL,FERTILITY,TOT,CHD_WOMAN,A,1992,2.53,
CHL,FERTILITY,TOT,CHD_WOMAN,A,1993,2.48,
CHL,FERTILITY,TOT,CHD_WOMAN,A,1994,2.43,
CHL,FERTILITY,TOT,CHD_WOMAN,A,1995,2.37,
CHL,FERTILITY,TOT,CHD_WOMAN,A,1996,2.31,
CHL,FERTILITY,TOT,CHD_WOMAN,A,1997,2.24,
CHL,FERTILITY,TOT,CHD_WOMAN,A,1998,2.17,
CHL,FERTILITY,TOT,CHD_WOMAN,A,1999,2.11,
CHL,FERTILITY,TOT,CHD_WOMAN,A,2000,2.06,
CHL,FERTILITY,TOT,CHD_WOMAN,A,2001,2.01,
CHL,FERTILITY,TOT,CHD_WOMAN,A,2002,1.97,
CHL,FERTILITY,TOT,CHD_WOMAN,A,2003,1.94,
CHL,FERTILITY,TOT,CHD_WOMAN,A,2004,1.92,
CHL,FERTILITY,TOT,CHD_WOMAN,A,2005,1.91,
CHL,FERTILITY,TOT,CHD_WOMAN,A,2006,1.9,
CHL,FERTILITY,TOT,CHD_WOMAN,A,2007,1.9,
CHL,FERTILITY,TOT,CHD_WOMAN,A,2008,1.9,
CHL,FERTILITY,TOT,CHD_WOMAN,A,2009,1.89,
CHL,FERTILITY,TOT,CHD_WOMAN,A,2010,1.88,
CHL,FERTILITY,TOT,CHD_WOMAN,A,2011,1.87,
CHL,FERTILITY,TOT,CHD_WOMAN,A,2012,1.85,
CHL,FERTILITY,TOT,CHD_WOMAN,A,2013,1.82,
CHL,FERTILITY,TOT,CHD_WOMAN,A,2014,1.79,
CHL,FERTILITY,TOT,CHD_WOMAN,A,2015,1.75,
CHL,FERTILITY,TOT,CHD_WOMAN,A,2016,1.71,
CHL,FERTILITY,TOT,CHD_WOMAN,A,2017,1.68,
CHL,FERTILITY,TOT,CHD_WOMAN,A,2018,1.65,
CHL,FERTILITY,TOT,CHD_WOMAN,A,2019,1.63,
CHN,FERTILITY,TOT,CHD_WOMAN,A,1990,2.31,
CHN,FERTILITY,TOT,CHD_WOMAN,A,1991,2.14,
CHN,FERTILITY,TOT,CHD_WOMAN,A,1992,1.98,
CHN,FERTILITY,TOT,CHD_WOMAN,A,1993,1.84,
CHN,FERTILITY,TOT,CHD_WOMAN,A,1994,1.73,
CHN,FERTILITY,TOT,CHD_WOMAN,A,1995,1.66,
CHN,FERTILITY,TOT,CHD_WOMAN,A,1996,1.62,
CHN,FERTILITY,TOT,CHD_WOMAN,A,1997,1.61,
CHN,FERTILITY,TOT,CHD_WOMAN,A,1998,1.6,
CHN,FERTILITY,TOT,CHD_WOMAN,A,1999,1.6,
CHN,FERTILITY,TOT,CHD_WOMAN,A,2000,1.6,
CHN,FERTILITY,TOT,CHD_WOMAN,A,2001,1.6,
CHN,FERTILITY,TOT,CHD_WOMAN,A,2002,1.6,
CHN,FERTILITY,TOT,CHD_WOMAN,A,2003,1.6,
CHN,FERTILITY,TOT,CHD_WOMAN,A,2004,1.61,
CHN,FERTILITY,TOT,CHD_WOMAN,A,2005,1.61,
CHN,FERTILITY,TOT,CHD_WOMAN,A,2006,1.62,
CHN,FERTILITY,TOT,CHD_WOMAN,A,2007,1.62,
CHN,FERTILITY,TOT,CHD_WOMAN,A,2008,1.62,
CHN,FERTILITY,TOT,CHD_WOMAN,A,2009,1.62,
CHN,FERTILITY,TOT,CHD_WOMAN,A,2010,1.63,
CHN,FERTILITY,TOT,CHD_WOMAN,A,2011,1.63,
CHN,FERTILITY,TOT,CHD_WOMAN,A,2012,1.64,
CHN,FERTILITY,TOT,CHD_WOMAN,A,2013,1.65,
CHN,FERTILITY,TOT,CHD_WOMAN,A,2014,1.66,
CHN,FERTILITY,TOT,CHD_WOMAN,A,2015,1.67,
CHN,FERTILITY,TOT,CHD_WOMAN,A,2016,1.68,
CHN,FERTILITY,TOT,CHD_WOMAN,A,2017,1.68,
CHN,FERTILITY,TOT,CHD_WOMAN,A,2018,1.69,
CHN,FERTILITY,TOT,CHD_WOMAN,A,2019,1.7,
EST,FERTILITY,TOT,CHD_WOMAN,A,1990,2.05,
EST,FERTILITY,TOT,CHD_WOMAN,A,1991,1.8,
EST,FERTILITY,TOT,CHD_WOMAN,A,1992,1.71,
EST,FERTILITY,TOT,CHD_WOMAN,A,1993,1.49,
EST,FERTILITY,TOT,CHD_WOMAN,A,1994,1.42,
EST,FERTILITY,TOT,CHD_WOMAN,A,1995,1.38,
EST,FERTILITY,TOT,CHD_WOMAN,A,1996,1.37,
EST,FERTILITY,TOT,CHD_WOMAN,A,1997,1.32,
EST,FERTILITY,TOT,CHD_WOMAN,A,1998,1.28,
EST,FERTILITY,TOT,CHD_WOMAN,A,1999,1.3,
EST,FERTILITY,TOT,CHD_WOMAN,A,2000,1.36,
EST,FERTILITY,TOT,CHD_WOMAN,A,2001,1.32,
EST,FERTILITY,TOT,CHD_WOMAN,A,2002,1.36,
EST,FERTILITY,TOT,CHD_WOMAN,A,2003,1.36,
EST,FERTILITY,TOT,CHD_WOMAN,A,2004,1.47,
EST,FERTILITY,TOT,CHD_WOMAN,A,2005,1.52,
EST,FERTILITY,TOT,CHD_WOMAN,A,2006,1.58,
EST,FERTILITY,TOT,CHD_WOMAN,A,2007,1.69,
EST,FERTILITY,TOT,CHD_WOMAN,A,2008,1.72,
EST,FERTILITY,TOT,CHD_WOMAN,A,2009,1.7,
EST,FERTILITY,TOT,CHD_WOMAN,A,2010,1.72,
EST,FERTILITY,TOT,CHD_WOMAN,A,2011,1.61,
EST,FERTILITY,TOT,CHD_WOMAN,A,2012,1.56,
EST,FERTILITY,TOT,CHD_WOMAN,A,2013,1.52,
EST,FERTILITY,TOT,CHD_WOMAN,A,2014,1.54,
EST,FERTILITY,TOT,CHD_WOMAN,A,2015,1.58,
EST,FERTILITY,TOT,CHD_WOMAN,A,2016,1.6,
EST,FERTILITY,TOT,CHD_WOMAN,A,2017,1.59,
EST,FERTILITY,TOT,CHD_WOMAN,A,2018,1.67,
EST,FERTILITY,TOT,CHD_WOMAN,A,2019,1.66,
EST,FERTILITY,TOT,CHD_WOMAN,A,2020,1.58,
IND,FERTILITY,TOT,CHD_WOMAN,A,1990,4.05,
IND,FERTILITY,TOT,CHD_WOMAN,A,1991,3.96,
IND,FERTILITY,TOT,CHD_WOMAN,A,1992,3.88,
IND,FERTILITY,TOT,CHD_WOMAN,A,1993,3.8,
IND,FERTILITY,TOT,CHD_WOMAN,A,1994,3.72,
IND,FERTILITY,TOT,CHD_WOMAN,A,1995,3.65,
IND,FERTILITY,TOT,CHD_WOMAN,A,1996,3.58,
IND,FERTILITY,TOT,CHD_WOMAN,A,1997,3.51,
IND,FERTILITY,TOT,CHD_WOMAN,A,1998,3.45,
IND,FERTILITY,TOT,CHD_WOMAN,A,1999,3.38,
IND,FERTILITY,TOT,CHD_WOMAN,A,2000,3.31,
IND,FERTILITY,TOT,CHD_WOMAN,A,2001,3.24,
IND,FERTILITY,TOT,CHD_WOMAN,A,2002,3.18,
IND,FERTILITY,TOT,CHD_WOMAN,A,2003,3.11,
IND,FERTILITY,TOT,CHD_WOMAN,A,2004,3.04,
IND,FERTILITY,TOT,CHD_WOMAN,A,2005,2.97,
IND,FERTILITY,TOT,CHD_WOMAN,A,2006,2.9,
IND,FERTILITY,TOT,CHD_WOMAN,A,2007,2.82,
IND,FERTILITY,TOT,CHD_WOMAN,A,2008,2.74,
IND,FERTILITY,TOT,CHD_WOMAN,A,2009,2.66,
IND,FERTILITY,TOT,CHD_WOMAN,A,2010,2.58,
IND,FERTILITY,TOT,CHD_WOMAN,A,2011,2.51,
IND,FERTILITY,TOT,CHD_WOMAN,A,2012,2.44,
IND,FERTILITY,TOT,CHD_WOMAN,A,2013,2.38,
IND,FERTILITY,TOT,CHD_WOMAN,A,2014,2.33,
IND,FERTILITY,TOT,CHD_WOMAN,A,2015,2.3,
IND,FERTILITY,TOT,CHD_WOMAN,A,2016,2.27,
IND,FERTILITY,TOT,CHD_WOMAN,A,2017,2.24,
IND,FERTILITY,TOT,CHD_WOMAN,A,2018,2.22,
IND,FERTILITY,TOT,CHD_WOMAN,A,2019,2.2,
IDN,FERTILITY,TOT,CHD_WOMAN,A,1990,3.12,
IDN,FERTILITY,TOT,CHD_WOMAN,A,1991,3.02,
IDN,FERTILITY,TOT,CHD_WOMAN,A,1992,2.93,
IDN,FERTILITY,TOT,CHD_WOMAN,A,1993,2.84,
IDN,FERTILITY,TOT,CHD_WOMAN,A,1994,2.76,
IDN,FERTILITY,TOT,CHD_WOMAN,A,1995,2.69,
IDN,FERTILITY,TOT,CHD_WOMAN,A,1996,2.63,
IDN,FERTILITY,TOT,CHD_WOMAN,A,1997,2.58,
IDN,FERTILITY,TOT,CHD_WOMAN,A,1998,2.54,
IDN,FERTILITY,TOT,CHD_WOMAN,A,1999,2.52,
IDN,FERTILITY,TOT,CHD_WOMAN,A,2000,2.51,
IDN,FERTILITY,TOT,CHD_WOMAN,A,2001,2.51,
IDN,FERTILITY,TOT,CHD_WOMAN,A,2002,2.51,
IDN,FERTILITY,TOT,CHD_WOMAN,A,2003,2.51,
IDN,FERTILITY,TOT,CHD_WOMAN,A,2004,2.52,
IDN,FERTILITY,TOT,CHD_WOMAN,A,2005,2.51,
IDN,FERTILITY,TOT,CHD_WOMAN,A,2006,2.51,
IDN,FERTILITY,TOT,CHD_WOMAN,A,2007,2.51,
IDN,FERTILITY,TOT,CHD_WOMAN,A,2008,2.5,
IDN,FERTILITY,TOT,CHD_WOMAN,A,2009,2.49,
IDN,FERTILITY,TOT,CHD_WOMAN,A,2010,2.48,
IDN,FERTILITY,TOT,CHD_WOMAN,A,2011,2.47,
IDN,FERTILITY,TOT,CHD_WOMAN,A,2012,2.46,
IDN,FERTILITY,TOT,CHD_WOMAN,A,2013,2.44,
IDN,FERTILITY,TOT,CHD_WOMAN,A,2014,2.41,
IDN,FERTILITY,TOT,CHD_WOMAN,A,2015,2.39,
IDN,FERTILITY,TOT,CHD_WOMAN,A,2016,2.36,
IDN,FERTILITY,TOT,CHD_WOMAN,A,2017,2.34,
IDN,FERTILITY,TOT,CHD_WOMAN,A,2018,2.31,
IDN,FERTILITY,TOT,CHD_WOMAN,A,2019,2.29,
ISR,FERTILITY,TOT,CHD_WOMAN,A,1990,3.02,
ISR,FERTILITY,TOT,CHD_WOMAN,A,1991,2.91,
ISR,FERTILITY,TOT,CHD_WOMAN,A,1992,2.93,
ISR,FERTILITY,TOT,CHD_WOMAN,A,1993,2.92,
ISR,FERTILITY,TOT,CHD_WOMAN,A,1994,2.9,
ISR,FERTILITY,TOT,CHD_WOMAN,A,1995,2.88,
ISR,FERTILITY,TOT,CHD_WOMAN,A,1996,2.94,
ISR,FERTILITY,TOT,CHD_WOMAN,A,1997,2.93,
ISR,FERTILITY,TOT,CHD_WOMAN,A,1998,2.98,
ISR,FERTILITY,TOT,CHD_WOMAN,A,1999,2.94,
ISR,FERTILITY,TOT,CHD_WOMAN,A,2000,2.95,
ISR,FERTILITY,TOT,CHD_WOMAN,A,2001,2.89,
ISR,FERTILITY,TOT,CHD_WOMAN,A,2002,2.89,
ISR,FERTILITY,TOT,CHD_WOMAN,A,2003,2.95,
ISR,FERTILITY,TOT,CHD_WOMAN,A,2004,2.9,
ISR,FERTILITY,TOT,CHD_WOMAN,A,2005,2.84,
ISR,FERTILITY,TOT,CHD_WOMAN,A,2006,2.88,
ISR,FERTILITY,TOT,CHD_WOMAN,A,2007,2.9,
ISR,FERTILITY,TOT,CHD_WOMAN,A,2008,2.96,
ISR,FERTILITY,TOT,CHD_WOMAN,A,2009,2.96,
ISR,FERTILITY,TOT,CHD_WOMAN,A,2010,3.03,
ISR,FERTILITY,TOT,CHD_WOMAN,A,2011,3,
ISR,FERTILITY,TOT,CHD_WOMAN,A,2012,3.05,
ISR,FERTILITY,TOT,CHD_WOMAN,A,2013,3.03,
ISR,FERTILITY,TOT,CHD_WOMAN,A,2014,3.08,
ISR,FERTILITY,TOT,CHD_WOMAN,A,2015,3.09,
ISR,FERTILITY,TOT,CHD_WOMAN,A,2016,3.11,
ISR,FERTILITY,TOT,CHD_WOMAN,A,2017,3.11,
ISR,FERTILITY,TOT,CHD_WOMAN,A,2018,3.09,
ISR,FERTILITY,TOT,CHD_WOMAN,A,2019,3.01,
RUS,FERTILITY,TOT,CHD_WOMAN,A,1990,1.89,
RUS,FERTILITY,TOT,CHD_WOMAN,A,1991,1.73,
RUS,FERTILITY,TOT,CHD_WOMAN,A,1992,1.55,
RUS,FERTILITY,TOT,CHD_WOMAN,A,1993,1.39,
RUS,FERTILITY,TOT,CHD_WOMAN,A,1994,1.4,
RUS,FERTILITY,TOT,CHD_WOMAN,A,1995,1.34,
RUS,FERTILITY,TOT,CHD_WOMAN,A,1996,1.27,
RUS,FERTILITY,TOT,CHD_WOMAN,A,1997,1.22,
RUS,FERTILITY,TOT,CHD_WOMAN,A,1998,1.23,
RUS,FERTILITY,TOT,CHD_WOMAN,A,1999,1.16,
RUS,FERTILITY,TOT,CHD_WOMAN,A,2000,1.2,
RUS,FERTILITY,TOT,CHD_WOMAN,A,2001,1.22,
RUS,FERTILITY,TOT,CHD_WOMAN,A,2002,1.29,
RUS,FERTILITY,TOT,CHD_WOMAN,A,2003,1.32,
RUS,FERTILITY,TOT,CHD_WOMAN,A,2004,1.34,
RUS,FERTILITY,TOT,CHD_WOMAN,A,2005,1.29,
RUS,FERTILITY,TOT,CHD_WOMAN,A,2006,1.31,
RUS,FERTILITY,TOT,CHD_WOMAN,A,2007,1.42,
RUS,FERTILITY,TOT,CHD_WOMAN,A,2008,1.5,
RUS,FERTILITY,TOT,CHD_WOMAN,A,2009,1.54,
RUS,FERTILITY,TOT,CHD_WOMAN,A,2010,1.57,
RUS,FERTILITY,TOT,CHD_WOMAN,A,2011,1.58,
RUS,FERTILITY,TOT,CHD_WOMAN,A,2012,1.69,
RUS,FERTILITY,TOT,CHD_WOMAN,A,2013,1.71,
RUS,FERTILITY,TOT,CHD_WOMAN,A,2014,1.75,
RUS,FERTILITY,TOT,CHD_WOMAN,A,2015,1.78,
RUS,FERTILITY,TOT,CHD_WOMAN,A,2016,1.76,
RUS,FERTILITY,TOT,CHD_WOMAN,A,2017,1.62,
RUS,FERTILITY,TOT,CHD_WOMAN,A,2018,1.57,
RUS,FERTILITY,TOT,CHD_WOMAN,A,2019,1.5,
SVN,FERTILITY,TOT,CHD_WOMAN,A,1990,1.46,
SVN,FERTILITY,TOT,CHD_WOMAN,A,1991,1.42,
SVN,FERTILITY,TOT,CHD_WOMAN,A,1992,1.34,
SVN,FERTILITY,TOT,CHD_WOMAN,A,1993,1.33,
SVN,FERTILITY,TOT,CHD_WOMAN,A,1994,1.32,
SVN,FERTILITY,TOT,CHD_WOMAN,A,1995,1.29,
SVN,FERTILITY,TOT,CHD_WOMAN,A,1996,1.28,
SVN,FERTILITY,TOT,CHD_WOMAN,A,1997,1.25,
SVN,FERTILITY,TOT,CHD_WOMAN,A,1998,1.23,
SVN,FERTILITY,TOT,CHD_WOMAN,A,1999,1.21,
SVN,FERTILITY,TOT,CHD_WOMAN,A,2000,1.26,
SVN,FERTILITY,TOT,CHD_WOMAN,A,2001,1.21,
SVN,FERTILITY,TOT,CHD_WOMAN,A,2002,1.21,
SVN,FERTILITY,TOT,CHD_WOMAN,A,2003,1.2,
SVN,FERTILITY,TOT,CHD_WOMAN,A,2004,1.25,
SVN,FERTILITY,TOT,CHD_WOMAN,A,2005,1.26,
SVN,FERTILITY,TOT,CHD_WOMAN,A,2006,1.31,
SVN,FERTILITY,TOT,CHD_WOMAN,A,2007,1.38,
SVN,FERTILITY,TOT,CHD_WOMAN,A,2008,1.53,
SVN,FERTILITY,TOT,CHD_WOMAN,A,2009,1.53,
SVN,FERTILITY,TOT,CHD_WOMAN,A,2010,1.57,
SVN,FERTILITY,TOT,CHD_WOMAN,A,2011,1.56,
SVN,FERTILITY,TOT,CHD_WOMAN,A,2012,1.58,
SVN,FERTILITY,TOT,CHD_WOMAN,A,2013,1.55,
SVN,FERTILITY,TOT,CHD_WOMAN,A,2014,1.58,
SVN,FERTILITY,TOT,CHD_WOMAN,A,2015,1.57,
SVN,FERTILITY,TOT,CHD_WOMAN,A,2016,1.58,
SVN,FERTILITY,TOT,CHD_WOMAN,A,2017,1.62,
SVN,FERTILITY,TOT,CHD_WOMAN,A,2018,1.61,
SVN,FERTILITY,TOT,CHD_WOMAN,A,2019,1.61,
ZAF,FERTILITY,TOT,CHD_WOMAN,A,1990,3.96,
ZAF,FERTILITY,TOT,CHD_WOMAN,A,1991,3.78,
ZAF,FERTILITY,TOT,CHD_WOMAN,A,1992,3.61,
ZAF,FERTILITY,TOT,CHD_WOMAN,A,1993,3.44,
ZAF,FERTILITY,TOT,CHD_WOMAN,A,1994,3.28,
ZAF,FERTILITY,TOT,CHD_WOMAN,A,1995,3.14,
ZAF,FERTILITY,TOT,CHD_WOMAN,A,1996,3.02,
ZAF,FERTILITY,TOT,CHD_WOMAN,A,1997,2.92,
ZAF,FERTILITY,TOT,CHD_WOMAN,A,1998,2.83,
ZAF,FERTILITY,TOT,CHD_WOMAN,A,1999,2.75,
ZAF,FERTILITY,TOT,CHD_WOMAN,A,2000,2.69,
ZAF,FERTILITY,TOT,CHD_WOMAN,A,2001,2.65,
ZAF,FERTILITY,TOT,CHD_WOMAN,A,2002,2.62,
ZAF,FERTILITY,TOT,CHD_WOMAN,A,2003,2.61,
ZAF,FERTILITY,TOT,CHD_WOMAN,A,2004,2.6,
ZAF,FERTILITY,TOT,CHD_WOMAN,A,2005,2.6,
